,ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Cluster
484,460556,Female,Yes,41,Yes,1.0,Low,1.0,0
485,460558,Female,Yes,36,Yes,,Low,1.0,0
486,460561,Female,No,37,No,7.0,Low,1.0,3
487,460563,Female,No,40,No,1.0,Low,2.0,1
488,460566,Male,Yes,38,Yes,,Average,2.0,2
489,460571,Male,No,25,No,0.0,Low,3.0,1
490,460572,Female,No,33,Yes,1.0,Low,4.0,3
491,460574,Male,No,26,Yes,1.0,Low,1.0,3
492,460582,Female,No,28,No,0.0,Low,1.0,3
493,460583,Male,No,18,No,0.0,Low,6.0,1
494,460585,Male,No,52,No,0.0,Low,3.0,1
495,460586,Male,No,26,Yes,0.0,Low,2.0,3
496,460588,Male,No,18,No,0.0,Low,4.0,1
497,460597,Female,No,20,No,1.0,Low,2.0,1
498,460598,Female,Yes,36,Yes,0.0,Average,3.0,2
499,460605,Male,Yes,27,Yes,8.0,Average,2.0,2
500,460606,Male,No,21,No,,Low,5.0,1
501,460612,Male,No,27,Yes,8.0,Low,4.0,3
502,460615,Female,No,28,Yes,,Low,,3
503,460618,Male,Yes,63,Yes,,Low,4.0,0
504,460619,Male,No,48,Yes,,Low,,3
505,460621,Male,Yes,80,Yes,1.0,Low,2.0,0
506,460622,Female,Yes,71,Yes,7.0,High,3.0,0
507,460626,Male,Yes,47,No,8.0,High,4.0,2
508,460627,Female,No,22,No,1.0,Low,4.0,1
509,460633,Male,Yes,35,Yes,,High,2.0,2
510,460634,Female,No,40,No,,Low,6.0,1
511,460637,Female,No,18,No,,Low,,1
512,460638,Female,No,26,Yes,0.0,Low,4.0,3
513,460639,Female,Yes,73,Yes,,Low,5.0,0
514,460640,Male,Yes,86,,,Low,1.0,0
515,460645,Female,No,37,No,1.0,Low,2.0,1
516,460646,Male,Yes,59,Yes,,Low,,0
517,460653,Female,No,28,No,8.0,Low,1.0,3
518,460656,Female,Yes,29,Yes,9.0,Low,3.0,3
519,460658,Female,Yes,37,Yes,7.0,Average,3.0,2
520,460659,Female,Yes,46,Yes,,Average,3.0,2
521,460660,Male,No,39,,6.0,Low,1.0,3
522,460661,Female,No,33,No,8.0,Low,1.0,3
523,460668,Female,No,32,Yes,,Low,2.0,3
524,460678,Female,No,32,No,6.0,Low,2.0,3
525,460686,Female,,25,No,8.0,Low,1.0,3
526,460687,Female,Yes,48,Yes,9.0,Average,2.0,2
527,460691,Female,No,27,No,8.0,Low,1.0,3
528,460702,Female,No,49,Yes,1.0,Low,1.0,3
529,460703,Female,Yes,33,Yes,8.0,Average,5.0,2
530,460706,Female,No,33,No,7.0,Low,6.0,1
531,460708,Male,Yes,39,Yes,0.0,Low,3.0,0
532,460716,Male,Yes,50,Yes,0.0,Average,4.0,2
533,460719,Female,Yes,84,Yes,0.0,Low,,0
534,460720,Female,Yes,46,Yes,0.0,Average,2.0,2
535,460722,Male,Yes,31,No,0.0,Average,3.0,2
536,460726,Male,Yes,57,Yes,3.0,Average,2.0,2
537,460727,Male,Yes,73,No,1.0,High,4.0,0
538,460729,Male,Yes,36,Yes,9.0,Low,4.0,3
539,460733,Male,No,53,Yes,2.0,Low,4.0,3
540,460734,Male,Yes,41,Yes,9.0,Average,,2
541,460738,Female,No,53,No,0.0,Low,,3
542,460740,Male,Yes,35,Yes,2.0,Average,3.0,2
543,460743,Male,Yes,62,Yes,0.0,Average,3.0,2
544,460746,Male,No,23,No,0.0,Low,3.0,1
545,460763,Male,No,51,Yes,1.0,Low,2.0,3
546,460769,Female,Yes,83,No,1.0,High,2.0,0
547,460780,Female,No,26,Yes,0.0,Low,2.0,3
548,460783,Male,Yes,86,Yes,1.0,Low,1.0,0
549,460785,Male,No,26,Yes,0.0,Low,4.0,1
550,460789,Male,Yes,42,Yes,0.0,Low,3.0,0
551,460794,Female,Yes,41,Yes,9.0,Low,1.0,3
552,460796,Male,Yes,67,No,0.0,Low,3.0,0
553,460802,Male,Yes,68,Yes,1.0,High,2.0,0
554,460811,Female,Yes,45,No,0.0,High,2.0,0
555,460813,Female,Yes,86,No,0.0,High,2.0,0
556,460815,Male,Yes,62,Yes,0.0,High,2.0,0
557,460822,Male,Yes,42,Yes,1.0,Low,2.0,0
558,460825,Male,No,26,Yes,0.0,Low,3.0,3
559,460828,Male,No,48,No,1.0,Low,1.0,3
560,460830,Male,Yes,40,No,3.0,Average,5.0,2
561,460831,Male,No,20,No,0.0,Low,4.0,1
562,460837,Female,No,25,Yes,1.0,Low,1.0,3
563,460838,Male,No,37,Yes,1.0,Low,,3
564,460840,Male,Yes,77,Yes,1.0,Low,1.0,0
565,460844,Male,Yes,50,Yes,,Low,2.0,0
566,460846,Female,No,22,No,0.0,Low,4.0,1
567,460847,Male,No,26,Yes,1.0,Low,3.0,3
568,460851,Male,Yes,71,No,0.0,Average,3.0,2
569,460855,Male,Yes,50,Yes,,Low,2.0,0
570,460857,Male,No,29,No,1.0,Low,1.0,1
571,460859,Male,Yes,51,Yes,,Low,4.0,0
572,460860,Male,Yes,52,Yes,6.0,Average,4.0,2
573,460861,Male,No,20,No,1.0,Low,3.0,1
574,460866,Male,No,26,Yes,0.0,Low,9.0,1
575,460870,Male,No,37,Yes,,Low,,3
576,460871,Female,No,33,Yes,,Low,,3
577,460872,Female,Yes,39,Yes,0.0,Low,2.0,0
578,460877,Female,Yes,53,No,1.0,Average,5.0,2
579,460878,Male,Yes,49,No,0.0,Average,4.0,2
580,460882,Male,No,21,No,0.0,Low,2.0,1
581,460888,Male,Yes,39,No,8.0,Low,1.0,3
582,460891,Female,Yes,38,No,2.0,Average,4.0,2
583,460897,Male,No,22,No,4.0,Low,4.0,1
584,460898,Male,Yes,52,No,2.0,Average,4.0,2
585,460899,Male,No,40,Yes,,Low,3.0,3
586,460901,Male,No,20,No,8.0,Low,3.0,1
587,460902,Male,No,41,Yes,1.0,Low,3.0,3
588,460905,Male,No,30,Yes,1.0,Low,1.0,3
589,460906,Female,Yes,89,Yes,1.0,High,3.0,0
590,460907,Male,Yes,83,No,1.0,High,3.0,0
591,460923,Male,Yes,53,Yes,0.0,Average,3.0,2
592,460924,Male,No,31,No,1.0,Low,5.0,1
593,460928,Male,Yes,48,Yes,1.0,Average,4.0,2
594,460934,Female,No,29,No,0.0,Low,2.0,1
595,460935,Male,Yes,87,Yes,0.0,Low,1.0,0
596,460945,Male,No,19,No,4.0,Low,7.0,1
597,460953,Male,Yes,60,No,1.0,Low,2.0,0
598,460961,Male,No,23,No,1.0,Low,2.0,1
599,460962,Male,Yes,61,Yes,9.0,High,4.0,2
600,460963,Female,No,27,Yes,1.0,Low,3.0,3
601,460968,Male,Yes,32,No,14.0,Average,2.0,2
602,460975,Male,Yes,79,,0.0,High,2.0,0
603,460976,Male,No,19,No,1.0,Low,4.0,1
604,460977,Male,Yes,42,Yes,0.0,High,3.0,2
605,460979,Male,Yes,76,No,1.0,Low,1.0,0
606,460981,Female,Yes,41,No,1.0,Average,2.0,2
607,460984,Male,Yes,38,Yes,0.0,Average,4.0,2
608,460988,Male,Yes,43,Yes,0.0,Average,3.0,2
609,460989,Male,No,19,No,1.0,Low,3.0,1
610,460991,Female,No,28,Yes,1.0,Low,3.0,3
611,460993,Male,Yes,56,Yes,0.0,Average,4.0,2
612,460999,Male,No,28,Yes,0.0,Low,3.0,3
613,461000,Male,Yes,60,No,1.0,High,2.0,0
614,461001,Female,No,55,Yes,0.0,Low,,3
615,461015,Male,Yes,35,Yes,1.0,Average,2.0,2
616,461016,Male,No,25,No,5.0,Low,5.0,1
617,461022,Male,Yes,71,Yes,1.0,Low,1.0,0
618,461023,Male,Yes,65,No,,High,2.0,0
619,461024,Male,Yes,74,Yes,1.0,Low,1.0,0
620,461028,Female,No,20,No,5.0,Low,4.0,1
621,461029,Male,Yes,43,No,9.0,Low,2.0,0
622,461034,Female,No,20,No,3.0,Low,6.0,1
623,461037,Male,Yes,40,Yes,,High,5.0,2
624,461038,Female,Yes,46,Yes,0.0,High,5.0,2
625,461041,Female,Yes,65,No,1.0,High,7.0,2
626,461042,Male,No,21,No,0.0,Low,,1
627,461043,Male,Yes,50,No,1.0,Low,7.0,1
628,461044,Male,No,18,No,0.0,Low,5.0,1
629,461049,Female,Yes,61,Yes,1.0,Low,7.0,0
630,461050,Male,Yes,49,Yes,1.0,High,3.0,2
631,461053,Male,Yes,39,No,,High,4.0,2
632,461059,Female,Yes,52,No,1.0,High,2.0,0
633,461060,Male,Yes,56,Yes,0.0,High,5.0,2
634,461065,Male,Yes,55,Yes,,Low,6.0,0
635,461071,Male,Yes,42,No,1.0,Average,5.0,2
636,461078,Female,No,33,No,0.0,Low,6.0,1
637,461082,Male,No,19,No,8.0,Low,4.0,1
638,461085,Female,No,27,No,1.0,Low,1.0,3
639,461093,Female,Yes,38,Yes,1.0,Average,4.0,2
640,461099,Female,No,38,No,1.0,Low,4.0,1
641,461111,Female,Yes,43,Yes,8.0,Low,1.0,3
642,461114,Male,Yes,53,Yes,1.0,Average,4.0,2
643,461116,Male,Yes,33,No,4.0,High,4.0,2
644,461118,Female,No,30,Yes,7.0,Low,,3
645,461119,Female,No,22,No,6.0,Low,3.0,1
646,461121,Male,No,33,No,0.0,Low,4.0,1
647,461124,Male,No,21,No,1.0,Low,8.0,1
648,461127,Male,No,20,No,1.0,Low,5.0,1
649,461128,Male,No,19,No,7.0,Low,3.0,1
650,461129,Female,Yes,58,Yes,1.0,Average,4.0,2
651,461131,Male,Yes,67,Yes,1.0,High,,0
652,461145,Female,Yes,36,Yes,1.0,Low,2.0,0
653,461152,Female,No,30,No,8.0,Low,,3
654,461154,Male,No,23,No,1.0,Low,4.0,1
655,461158,Female,No,42,Yes,1.0,Low,,3
656,461162,Female,No,37,No,8.0,Low,3.0,3
657,461163,Female,Yes,58,No,9.0,Low,4.0,0
658,461168,Female,Yes,26,No,7.0,Average,2.0,2
659,461169,Male,No,39,Yes,9.0,Low,2.0,3
660,461174,Female,No,23,No,,Low,4.0,1
661,461177,Male,Yes,41,No,8.0,Average,4.0,2
662,461178,Male,Yes,26,No,0.0,Low,3.0,1
663,461179,Female,Yes,25,No,3.0,Low,3.0,1
664,461181,Male,No,19,No,,Low,4.0,1
665,461183,Male,No,36,No,0.0,Low,5.0,1
666,461187,Male,No,29,No,9.0,Low,4.0,1
667,461197,Male,No,26,No,1.0,Low,1.0,1
668,461198,Female,No,78,Yes,,Low,1.0,0
669,461201,Female,No,55,Yes,,Low,1.0,3
670,461205,Male,No,26,Yes,,Low,3.0,3
671,461211,Female,No,46,Yes,0.0,Low,1.0,3
672,461214,Male,No,29,No,0.0,Low,4.0,1
673,461215,Female,No,36,Yes,10.0,Low,1.0,3
674,461218,Male,Yes,27,No,1.0,Low,6.0,1
675,461220,Female,No,29,No,8.0,Low,3.0,3
676,461221,Female,No,25,No,1.0,Low,4.0,1
677,461225,Female,No,30,No,10.0,Low,6.0,1
678,461226,Male,Yes,45,Yes,1.0,Low,2.0,0
679,461230,Female,No,21,No,0.0,Low,,1
680,461232,Female,Yes,41,Yes,,High,,2
681,461233,Male,Yes,38,Yes,,Low,,0
682,461236,Female,No,28,Yes,9.0,Low,1.0,3
683,461237,Male,No,33,Yes,1.0,Low,5.0,1
684,461241,Male,Yes,31,Yes,7.0,Low,2.0,3
685,461242,Male,Yes,45,Yes,0.0,Low,2.0,0
686,461243,Male,Yes,47,Yes,0.0,Low,5.0,0
687,461248,Female,No,39,No,0.0,Low,1.0,3
688,461251,Female,No,47,Yes,1.0,Low,,3
689,461252,Female,Yes,53,Yes,0.0,Low,1.0,0
690,461256,Male,No,27,No,1.0,Low,4.0,1
691,461257,Male,Yes,37,Yes,1.0,Average,2.0,2
692,461258,Female,Yes,62,Yes,1.0,Average,3.0,2
693,461262,Female,No,29,No,0.0,Low,7.0,1
694,461263,Female,Yes,51,Yes,0.0,Low,1.0,0
695,461265,Male,No,30,No,1.0,Low,6.0,1
696,461269,Male,No,18,No,0.0,Low,4.0,1
697,461274,Female,Yes,87,Yes,,High,2.0,0
698,461276,Male,Yes,68,Yes,0.0,Low,2.0,0
699,461277,Male,Yes,84,Yes,5.0,Low,1.0,0
700,461281,Male,No,22,No,2.0,Low,9.0,1
701,461286,Female,No,22,No,2.0,Low,4.0,1
702,461289,Male,No,21,No,1.0,Low,3.0,1
703,461292,Female,Yes,89,No,,High,2.0,0
704,461297,Male,Yes,73,No,0.0,High,2.0,0
705,461299,Female,Yes,75,Yes,0.0,High,2.0,0
706,461303,Female,No,20,No,6.0,Low,4.0,1
707,461308,Male,No,22,No,1.0,Low,2.0,1
708,461309,Female,No,22,No,0.0,Low,4.0,1
709,461313,Male,Yes,63,Yes,0.0,Average,,2
710,461314,Male,Yes,46,Yes,1.0,Average,3.0,2
711,461319,Male,Yes,58,No,0.0,Average,2.0,2
712,461320,Female,No,41,Yes,1.0,Low,3.0,3
713,461322,Male,Yes,42,Yes,0.0,Average,2.0,2
714,461323,Female,Yes,43,Yes,6.0,Average,2.0,2
715,461324,Female,No,49,Yes,3.0,Low,1.0,3
716,461326,Female,No,40,Yes,0.0,Low,1.0,3
717,461335,Male,Yes,53,No,8.0,High,2.0,2
718,461340,Male,Yes,36,Yes,4.0,Average,2.0,2
719,461346,Male,Yes,50,Yes,8.0,Low,2.0,0
720,461348,Male,Yes,42,Yes,1.0,Low,1.0,0
721,461350,Male,No,30,No,0.0,Low,4.0,1
722,461352,Male,No,29,No,2.0,Low,5.0,1
723,461356,Male,No,28,Yes,1.0,Low,2.0,3
724,461357,Male,No,27,Yes,1.0,Low,4.0,1
725,461363,Male,No,49,Yes,0.0,Low,1.0,3
726,461366,Male,No,32,Yes,1.0,Low,1.0,3
727,461370,Male,No,25,Yes,1.0,Low,3.0,3
728,461377,Female,Yes,63,Yes,,Low,1.0,0
729,461378,Female,No,42,Yes,8.0,Low,1.0,3
730,461379,Male,No,31,Yes,1.0,Low,,3
731,461383,Male,Yes,71,Yes,0.0,High,2.0,0
732,461388,Male,No,20,No,,Low,5.0,1
733,461397,Male,No,22,No,1.0,Low,4.0,1
734,461402,Female,No,29,Yes,1.0,Low,5.0,1
735,461408,Male,Yes,47,Yes,0.0,Low,3.0,0
736,461421,Male,Yes,43,Yes,,Average,3.0,2
737,461423,Male,No,32,Yes,1.0,Low,3.0,3
738,461426,Male,Yes,47,Yes,7.0,Average,2.0,2
739,461428,Male,No,46,Yes,0.0,Low,1.0,3
740,461432,Female,Yes,41,Yes,1.0,Average,2.0,2
741,461437,Male,Yes,37,Yes,0.0,Average,2.0,2
742,461439,Male,Yes,40,Yes,0.0,Average,2.0,2
743,461441,Male,Yes,60,Yes,0.0,Average,4.0,2
744,461442,Male,Yes,46,Yes,0.0,Average,6.0,2
745,461454,Female,Yes,36,Yes,6.0,High,4.0,2
746,461456,Female,No,38,No,0.0,Low,1.0,3
747,461457,Female,Yes,32,No,0.0,Low,5.0,1
748,461458,Female,No,41,Yes,5.0,Low,1.0,3
749,461462,Male,Yes,56,Yes,0.0,Low,3.0,0
750,461465,Male,Yes,31,Yes,8.0,Average,2.0,2
751,461466,Male,Yes,45,No,0.0,Low,2.0,0
752,461468,Male,Yes,69,Yes,,Average,3.0,2
753,461469,Male,Yes,37,Yes,0.0,Low,2.0,0
754,461476,Male,Yes,47,Yes,1.0,Average,4.0,2
755,461479,Female,Yes,52,Yes,1.0,Average,3.0,2
756,461480,Female,Yes,57,Yes,1.0,High,3.0,0
757,461482,Female,No,50,Yes,9.0,Low,1.0,3
758,461494,Male,Yes,27,No,0.0,Average,2.0,2
759,461501,Female,Yes,45,Yes,1.0,High,3.0,2
760,461503,Female,No,30,Yes,8.0,Low,2.0,3
761,461510,Male,Yes,45,Yes,0.0,Low,2.0,0
762,461514,Male,No,30,No,1.0,Low,4.0,1
763,461516,Male,Yes,31,Yes,1.0,Average,3.0,2
764,461518,Female,Yes,45,Yes,1.0,Average,4.0,2
765,461521,Male,Yes,67,Yes,0.0,High,2.0,0
766,461522,Male,Yes,76,No,1.0,High,2.0,0
767,461525,Male,Yes,69,Yes,0.0,Low,2.0,0
768,461526,Male,Yes,83,No,0.0,Low,2.0,0
769,461530,Male,Yes,38,Yes,0.0,Low,2.0,0
770,461534,Male,Yes,36,Yes,0.0,Low,1.0,0
771,461540,Male,No,41,Yes,2.0,Low,2.0,3
772,461546,Female,Yes,69,No,0.0,Low,3.0,0
773,461548,Female,No,33,Yes,0.0,Low,3.0,3
774,461553,Male,No,38,Yes,1.0,Low,3.0,3
775,461556,Female,Yes,48,Yes,1.0,Average,2.0,2
776,461558,Male,Yes,51,Yes,2.0,Average,2.0,2
777,461564,Male,Yes,56,Yes,1.0,High,2.0,0
778,461570,Male,Yes,57,Yes,0.0,Average,3.0,2
779,461574,Female,Yes,49,Yes,1.0,Average,3.0,2
780,461587,Male,No,30,Yes,0.0,Low,3.0,3
781,461593,Female,Yes,40,Yes,8.0,Average,2.0,2
782,461602,Female,No,30,Yes,0.0,Low,,3
783,461604,Male,Yes,38,No,0.0,Average,2.0,2
784,461612,Female,No,31,Yes,8.0,Low,5.0,3
785,461615,Male,No,33,Yes,0.0,Low,2.0,3
786,461617,Male,No,50,Yes,0.0,Low,2.0,3
787,461619,Male,Yes,52,Yes,,High,3.0,2
788,461624,Female,Yes,39,Yes,0.0,Average,,2
789,461626,Male,Yes,73,Yes,0.0,High,2.0,0
790,461630,Male,Yes,46,Yes,0.0,Average,3.0,2
791,461637,Male,Yes,50,Yes,0.0,Low,2.0,0
792,461644,Male,No,30,No,0.0,Low,6.0,1
793,461653,Female,Yes,60,Yes,0.0,Average,2.0,2
794,461655,Female,Yes,39,Yes,9.0,Average,2.0,2
795,461658,Female,Yes,59,Yes,1.0,Average,2.0,2
796,461659,Female,Yes,51,Yes,0.0,Average,2.0,2
797,461661,Female,Yes,40,Yes,5.0,Average,2.0,2
798,461663,Male,No,23,No,1.0,Low,3.0,1
799,461668,Male,Yes,53,Yes,4.0,Average,4.0,2
800,461671,Male,No,32,No,7.0,Low,5.0,1
801,461674,Male,Yes,52,Yes,0.0,High,4.0,2
802,461676,Female,No,31,Yes,0.0,Low,1.0,3
803,461679,Male,No,30,Yes,3.0,Low,4.0,3
804,461681,Male,No,25,Yes,8.0,Low,3.0,3
805,461683,Male,Yes,40,Yes,1.0,High,4.0,2
806,461685,Female,No,27,Yes,4.0,Low,4.0,3
807,461686,Male,Yes,61,Yes,0.0,Low,2.0,0
808,461690,Female,No,33,Yes,1.0,Low,1.0,3
809,461694,Male,No,28,Yes,1.0,Low,4.0,1
810,461695,Female,Yes,48,Yes,2.0,Average,2.0,2
811,461698,Female,Yes,73,Yes,0.0,High,2.0,0
812,461701,Male,Yes,36,No,0.0,Average,2.0,2
813,461705,Female,No,32,No,0.0,Low,4.0,1
814,461708,Male,Yes,82,No,0.0,High,2.0,0
815,461709,Male,No,28,Yes,1.0,Low,3.0,3
816,461711,Female,No,42,Yes,8.0,Low,3.0,3
817,461716,Female,Yes,60,Yes,6.0,High,9.0,2
818,461720,Female,No,46,Yes,1.0,Low,1.0,3
819,461722,Male,No,31,No,0.0,Low,3.0,1
820,461724,Female,Yes,50,Yes,1.0,Low,1.0,0
821,461725,Female,No,30,Yes,3.0,Low,1.0,3
822,461727,Female,No,49,Yes,1.0,Low,3.0,3
823,461737,Female,Yes,51,Yes,0.0,Average,6.0,2
824,461738,Female,Yes,46,Yes,,Average,3.0,2
825,461744,Male,Yes,53,Yes,0.0,Average,4.0,2
826,461747,Male,Yes,65,Yes,0.0,High,2.0,0
827,461749,Female,No,22,No,0.0,Low,5.0,1
828,461752,Male,Yes,65,Yes,1.0,Average,3.0,2
829,461756,Female,Yes,39,Yes,0.0,Average,2.0,2
830,461760,Male,Yes,84,Yes,0.0,High,2.0,0
831,461769,Male,No,37,Yes,0.0,Low,1.0,3
832,461771,Male,Yes,28,Yes,8.0,Average,2.0,2
833,461775,Female,Yes,82,No,0.0,High,2.0,0
834,461778,Female,Yes,87,Yes,0.0,High,2.0,0
835,461780,Female,No,69,Yes,1.0,Low,5.0,3
836,461782,Female,Yes,51,Yes,,High,5.0,2
837,461784,Female,Yes,74,Yes,1.0,Low,1.0,0
838,461788,Female,Yes,79,Yes,1.0,High,2.0,0
839,461791,Female,No,21,No,9.0,Low,1.0,3
840,461792,Female,No,20,No,5.0,Low,5.0,1
841,461800,Female,No,43,Yes,3.0,Low,1.0,3
842,461801,Female,No,25,No,1.0,Low,3.0,1
843,461802,Male,No,43,Yes,0.0,Low,4.0,3
844,461804,Female,No,42,Yes,1.0,Low,1.0,3
845,461807,Male,No,25,Yes,10.0,Low,4.0,3
846,461815,Male,Yes,59,Yes,0.0,Low,1.0,0
847,461816,Female,No,49,Yes,0.0,Low,5.0,3
848,461821,Female,No,32,No,1.0,Low,4.0,1
849,461822,Male,Yes,36,Yes,8.0,High,2.0,2
850,461824,Male,Yes,45,Yes,9.0,Low,3.0,3
851,461832,Male,No,29,Yes,,Low,3.0,3
852,461837,Male,Yes,37,Yes,0.0,Low,2.0,0
853,461845,Female,Yes,48,Yes,1.0,Average,4.0,2
854,461846,Female,No,65,Yes,0.0,Low,2.0,3
855,461848,Male,No,39,No,1.0,Low,2.0,1
856,461858,Male,No,25,No,1.0,Low,7.0,1
857,461859,Female,Yes,49,No,5.0,Low,5.0,1
858,461860,Female,Yes,77,Yes,1.0,High,2.0,0
859,461862,Female,No,38,Yes,9.0,Low,1.0,3
860,461864,Male,No,19,Yes,0.0,Low,6.0,1
861,461872,Female,Yes,76,Yes,1.0,High,2.0,0
862,461873,Male,No,28,Yes,0.0,Low,4.0,1
863,461874,Male,Yes,51,Yes,1.0,Average,3.0,2
864,461882,Female,No,28,Yes,0.0,Low,5.0,1
865,461892,Female,No,42,Yes,0.0,Low,1.0,3
866,461896,Male,Yes,45,Yes,1.0,Low,1.0,0
867,461898,Male,Yes,63,Yes,6.0,High,3.0,2
868,461899,Female,No,18,No,0.0,Low,6.0,1
869,461901,Male,No,26,Yes,7.0,Low,4.0,3
870,461910,Male,Yes,31,Yes,,Average,2.0,2
871,461913,Male,No,43,Yes,5.0,Low,4.0,3
872,461914,Female,Yes,60,Yes,7.0,Low,,0
873,461921,Female,No,36,Yes,0.0,Low,1.0,3
874,461927,Male,No,32,No,1.0,Low,4.0,1
875,461928,Male,Yes,68,Yes,,Low,1.0,0
876,461929,Male,Yes,60,Yes,1.0,Low,1.0,0
877,461930,Female,No,42,Yes,0.0,Low,1.0,3
878,461931,Female,No,18,No,6.0,Low,5.0,1
879,461936,Male,Yes,69,No,0.0,High,2.0,0
880,461937,Female,No,42,Yes,0.0,Low,,3
881,461941,Female,Yes,70,Yes,1.0,Low,1.0,0
882,461943,Male,No,25,Yes,1.0,Low,3.0,3
883,461962,Male,Yes,56,Yes,1.0,Average,3.0,2
884,461963,Female,No,40,Yes,9.0,Low,1.0,3
885,461965,Male,No,23,No,1.0,Low,6.0,1
886,461967,Female,No,20,No,3.0,Low,4.0,1
887,461968,Female,No,39,Yes,2.0,Low,1.0,3
888,461978,Female,No,19,No,0.0,Low,4.0,1
889,461985,Male,No,28,Yes,,Low,,3
890,461988,Male,Yes,40,No,1.0,Average,2.0,2
891,461989,Female,,60,Yes,1.0,Average,4.0,2
892,461993,Male,No,33,No,3.0,Low,4.0,1
893,461994,Male,Yes,20,No,14.0,Low,2.0,3
894,461996,Female,No,35,No,7.0,Low,4.0,1
895,461999,Male,No,27,Yes,0.0,Low,5.0,1
896,462007,Female,Yes,42,Yes,1.0,Average,2.0,2
897,462011,Male,Yes,30,No,0.0,Low,4.0,1
898,462013,Female,Yes,56,Yes,0.0,Average,2.0,2
899,462015,Male,Yes,28,Yes,0.0,Average,2.0,2
900,462016,Female,Yes,38,Yes,6.0,Average,2.0,2
901,462017,Male,No,26,Yes,9.0,Low,1.0,3
902,462027,Male,No,36,No,0.0,Low,1.0,1
903,462029,Male,No,56,No,0.0,Low,1.0,0
904,462033,Male,No,26,Yes,0.0,Low,1.0,3
905,462038,Male,No,28,Yes,4.0,Low,4.0,3
906,462043,Male,No,32,No,0.0,Low,5.0,1
907,462044,Female,No,52,Yes,4.0,Low,1.0,3
908,462048,Female,No,23,No,0.0,Low,4.0,1
909,462051,Male,No,23,No,,Low,5.0,1
910,462052,Male,Yes,50,Yes,0.0,Low,2.0,0
911,462053,Male,Yes,26,Yes,,Low,2.0,0
912,462058,Male,Yes,40,Yes,8.0,Low,2.0,3
913,462060,Female,Yes,53,Yes,1.0,Average,2.0,2
914,462064,Male,Yes,63,Yes,0.0,Average,3.0,2
915,462068,Male,Yes,62,Yes,0.0,High,3.0,0
916,462075,Female,No,38,Yes,1.0,Low,1.0,3
917,462078,Female,Yes,57,No,1.0,Average,2.0,2
918,462080,Female,No,43,Yes,9.0,Low,1.0,3
919,462081,Male,No,21,No,1.0,Low,3.0,1
920,462083,Male,No,22,No,0.0,Low,5.0,1
921,462084,Male,Yes,68,Yes,1.0,Low,1.0,0
922,462085,Female,No,28,Yes,0.0,Low,1.0,3
923,462088,Male,Yes,33,Yes,0.0,Average,2.0,2
924,462090,Female,No,38,Yes,8.0,Low,1.0,3
925,462091,Male,No,23,No,0.0,Low,5.0,1
926,462094,Female,No,41,Yes,,Low,1.0,3
927,462096,Female,No,41,Yes,,Low,1.0,3
928,462102,Female,No,39,Yes,4.0,Low,1.0,3
929,462103,Female,Yes,49,No,9.0,High,2.0,2
930,462108,Female,Yes,33,Yes,,Average,2.0,2
931,462109,Male,Yes,79,No,0.0,Low,1.0,0
932,462111,Male,Yes,38,Yes,6.0,Average,4.0,2
933,462114,Male,No,21,No,1.0,Low,4.0,1
934,462116,Female,Yes,68,Yes,0.0,Average,2.0,2
935,462118,Male,No,31,Yes,0.0,Low,3.0,3
936,462120,Male,Yes,46,No,1.0,Low,3.0,0
937,462128,Male,Yes,35,Yes,9.0,Average,2.0,2
938,462131,Female,No,42,Yes,8.0,Low,3.0,3
939,462134,Male,Yes,87,No,0.0,Low,1.0,0
940,462141,Female,No,38,Yes,8.0,Low,1.0,3
941,462149,Female,Yes,88,No,2.0,High,1.0,0
942,462151,Female,No,42,Yes,9.0,Low,1.0,3
943,462163,Female,Yes,26,Yes,4.0,Average,2.0,2
944,462168,Male,Yes,35,Yes,0.0,High,3.0,2
945,462171,Female,Yes,41,No,3.0,High,2.0,2
946,462172,Male,Yes,37,Yes,1.0,Average,2.0,2
947,462174,Female,Yes,41,Yes,8.0,Average,4.0,2
948,462177,Male,No,35,,6.0,Low,5.0,3
949,462179,Female,No,33,Yes,0.0,Low,9.0,1
950,462180,Female,Yes,61,Yes,2.0,Average,4.0,2
951,462186,Female,No,19,No,1.0,Low,3.0,1
952,462187,Female,No,50,Yes,4.0,Low,1.0,3
953,462188,Female,Yes,48,No,0.0,Average,4.0,2
954,462196,Male,Yes,57,No,1.0,Average,3.0,2
955,462197,Female,Yes,72,No,1.0,Average,3.0,2
956,462198,Female,No,39,No,4.0,Low,,3
957,462200,Female,Yes,49,Yes,0.0,Low,3.0,0
958,462202,Female,No,41,Yes,0.0,Low,4.0,3
959,462203,Male,Yes,65,No,2.0,High,7.0,2
960,462204,Female,No,22,No,0.0,Low,3.0,1
961,462205,Female,No,23,No,0.0,Low,4.0,1
962,462209,Female,Yes,41,No,0.0,Low,1.0,0
963,462210,Female,Yes,42,Yes,0.0,Low,3.0,0
964,462211,Male,No,18,No,0.0,Low,3.0,1
965,462214,Male,Yes,49,No,1.0,Low,2.0,0
966,462216,Female,Yes,40,No,0.0,Low,2.0,0
967,462218,Male,Yes,50,No,1.0,Average,5.0,2
968,462220,Female,No,19,No,6.0,Low,3.0,1
969,462222,Male,No,22,No,0.0,Low,6.0,1
